,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
225,115,2017,3,2,part1_failed,,266330,,,
226,116,2017,4,1,no_error,"383
",383,,"
with open('input.txt') as f:
    passphrases = f.readlines()

valid_passphrases = 0
for passphrase in passphrases:
    words = passphrase.split()
    if len(set(words)) == len(words):
        valid_passphrases += 1

print(valid_passphrases)
",0.0
227,117,2017,4,2,no_error,"265
",265,,"
with open('input.txt') as f:
    passphrases = f.readlines()

valid_passphrases = 0
for passphrase in passphrases:
    words = passphrase.split()
    if len(set(words)) == len(words) and all(sorted(word) != sorted(other_word) for word in words for other_word in words if word != other_word):
        valid_passphrases += 1

print(valid_passphrases)
",0.0
230,120,2017,5,1,runtime_error,,391540,"Traceback (most recent call last):
  File ""/tmp/tmpobfcx3du/tmp.py"", line 10, in <module>
    offsets[i] += 1
IndexError: list index out of range
","
with open('input.txt') as f:
    offsets = [int(x) for x in f.read().split()]

steps = 0
i = 0
while 0 <= i < len(offsets):
    steps += 1
    i += offsets[i]
    offsets[i] += 1

print(steps)
",2.0
231,121,2017,5,2,part1_failed,,30513679,,,
232,122,2017,6,1,wrong_output,"30
",6681,,"
def redistribute(banks):
    seen = set()
    cycles = 0
    while tuple(banks) not in seen:
        seen.add(tuple(banks))
        max_bank = max(range(len(banks)), key=banks.__getitem__)
        blocks = banks[max_bank]
        banks[max_bank] = 0
        for i in range(max_bank + 1, len(banks)):
            banks[i] += 1
        for i in range(0, max_bank):
            banks[i] += 1
        cycles += 1
    return cycles


if __name__ == ""__main__"":
    with open(""input.txt"") as f:
        banks = [int(x) for x in f.readline().split()]
    print(redistribute(banks))
",2.0
233,123,2017,6,2,part1_failed,,2392,,,
234,124,2017,7,1,runtime_error,,cyrupz,"Traceback (most recent call last):
  File ""/tmp/tmppnnr00rm/tmp.py"", line 22, in <module>
    bottom_program = find_bottom_program(input_file)
  File ""/tmp/tmppnnr00rm/tmp.py"", line 8, in find_bottom_program
    program, weight, children = line.strip().split(' -> ')
ValueError: not enough values to unpack (expected 3, got 1)
","
def find_bottom_program(input_file):
    with open(input_file, 'r') as f:
        lines = f.readlines()

    programs = {}
    for line in lines:
        program, weight, children = line.strip().split(' -> ')
        programs[program] = (int(weight.strip('()')), children.split(','))

    bottom_program = None
    for program in programs:
        if not any(program in children for children in programs.values()):
            bottom_program = program
            break

    return bottom_program


if __name__ == '__main__':
    input_file = 'input.txt'
    bottom_program = find_bottom_program(input_file)
    print(bottom_program)
",2.0
235,125,2017,7,2,part1_failed,,193,,,
236,126,2017,8,1,runtime_error,,4448,"Traceback (most recent call last):
  File ""/tmp/tmpg5na4yr3/tmp.py"", line 4, in <module>
    reg, op, val, _, cond = line.split()
ValueError: too many values to unpack (expected 5)
","
registers = {}
for line in open('input.txt'):
    reg, op, val, _, cond = line.split()
    val = int(val)
    if cond[0] == 'a':
        if registers.get(cond[1:], 0) > int(cond[2:]):
            registers[reg] = registers.get(reg, 0) + val if op == 'inc' else registers.get(reg, 0) - val
    else:
        if registers.get(cond[1:], 0) < int(cond[2:]):
            registers[reg] = registers.get(reg, 0) + val if op == 'inc' else registers.get(reg, 0) - val
print(max(registers.values()))
",2.0
237,127,2017,8,2,part1_failed,,6582,,,
238,128,2017,9,1,wrong_output,"-152648
",7640,,"
def get_score(stream):
    score = 0
    depth = 0
    for char in stream:
        if char == '{':
            depth += 1
            score += depth
        elif char == '}':
            depth -= 1
    return score

with open('input.txt', 'r') as f:
    stream = f.read()
    print(get_score(stream))
",2.0
239,129,2017,9,2,part1_failed,,4368,,,
240,130,2017,10,1,runtime_error,,46600,"Traceback (most recent call last):
  File ""/tmp/tmpu70lamgm/tmp.py"", line 11, in <module>
    numbers[position + i], numbers[position + length - i - 1] = numbers[position + length - i - 1], numbers[position + i]
IndexError: list index out of range
","
with open('input.txt', 'r') as f:
    lengths = [int(x) for x in f.read().split(',')]

    numbers = list(range(256))
    position = 0
    skip_size = 0

    for length in lengths:
        for i in range(length // 2):
            numbers[position + i], numbers[position + length - i - 1] = numbers[position + length - i - 1], numbers[position + i]
        position = (position + length + skip_size) % 256
        skip_size += 1

    print(numbers[0] * numbers[1])
",2.0
241,131,2017,10,2,part1_failed,,23234babdc6afa036749cfa9b597de1b,,,
242,132,2017,11,1,wrong_output,"909
",696,,"
def get_distance(directions):
    # Initialize the current position to the origin (0, 0)
    x, y = 0, 0

    # Dictionary to store the directions and their corresponding offsets
    direction_offsets = {
        ""n"": (0, 1),
        ""ne"": (1, 1),
        ""se"": (1, 0),
        ""s"": (0, -1),
        ""sw"": (-1, -1),
        ""nw"": (-1, 0)
    }

    # Iterate over the directions and update the current position
    for direction in directions.split("",""):
        x += direction_offsets[direction][0]
        y += direction_offsets[direction][1]

    # Calculate the distance from the origin to the current position
    distance = abs(x) + abs(y)

    return distance


if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        directions = f.readline().strip()

    distance = get_distance(directions)
    print(distance)
",2.0
243,133,2017,11,2,part1_failed,,1461,,,
244,134,2017,12,1,runtime_error,,288,"Traceback (most recent call last):
  File ""/tmp/tmppivex3oy/tmp.py"", line 21, in <module>
    print(len(find_group('0')))
  File ""/tmp/tmppivex3oy/tmp.py"", line 16, in find_group
    for program in programs[program_id]:
KeyError: '0'
","
# Read the input file
with open('input.txt', 'r') as f:
    lines = f.readlines()

# Create a dictionary of programs and their connections
programs = {}
for line in lines:
    program, connections = line.split('<->')
    programs[program] = connections.split(',')

# Find the group that contains the specified program ID
def find_group(program_id):
    group = set()
    group.add(program_id)
    for program in programs[program_id]:
        group.update(find_group(program))
    return group

# Print the number of programs in the group
print(len(find_group('0')))
",2.0
245,135,2017,12,2,part1_failed,,211,,,
246,136,2017,13,1,wrong_output,"8
",1624,,"
def parse_input(filename):
    with open(filename) as f:
        return [tuple(map(int, line.split(':'))) for line in f]


def get_severity(firewall):
    severity = 0
    for depth, range_ in firewall:
        if (depth + range_ - 1) % (2 * range_ - 2) == 0:
            severity += depth * range_
    return severity


if __name__ == '__main__':
    firewall = parse_input('input.txt')
    print(get_severity(firewall))
",2.0
247,137,2017,13,2,part1_failed,,3923436,,,
248,138,2017,14,1,runtime_error,,8148,"  File ""/tmp/tmpk3itw201/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import hashlib

def knot_hash(key):
    lengths = [ord(c) for c in key] + [17, 31, 73, 47, 23]
    state = list(range(256))
    skip_size = 0
    current_position = 0
    for _ in range(64):
        for length in lengths:
            for i in range(length // 2):
                state[current_position + i], state[current_position + length - i - 1] = state[current_position + length - i - 1], state[current_position + i]
            current_position = (current_position + length + skip_size) % 256
            skip_size += 1
    dense_hash = []
    for i in range(16):
        xor_result = state[i * 16]
        for j in range(1, 16):
            xor_result ^= state[i * 16 + j]
        dense_hash.append(xor_result)
    return ''.",2.0
249,139,2017,14,2,part1_failed,,1180,,,
250,140,2017,15,1,runtime_error,,650,"Traceback (most recent call last):
  File ""/tmp/tmpqv2olzy3/tmp.py"", line 15, in <module>
    start_a, start_b = [int(line.split()[2]) for line in f.readlines()]
  File ""/tmp/tmpqv2olzy3/tmp.py"", line 15, in <listcomp>
    start_a, start_b = [int(line.split()[2]) for line in f.readlines()]
ValueError: invalid literal for int() with base 10: 'starts'
","
def generator_a(start):
    value = start
    while True:
        value = (value * 16807) % 2147483647
        yield value

def generator_b(start):
    value = start
    while True:
        value = (value * 48271) % 2147483647
        yield value

with open('input.txt') as f:
    start_a, start_b = [int(line.split()[2]) for line in f.readlines()]

gen_a = generator_a(start_a)
gen_b = generator_b(start_b)

count = 0
for _ in range(40000000):
    if (gen_a.__next__() & 0xFFFF) == (gen_b.__next__() & 0xFFFF):
        count += 1

print(count)
",2.0
251,141,2017,15,2,part1_failed,,336,,,
252,142,2017,16,1,no_error,"nlciboghjmfdapek
",nlciboghjmfdapek,,"
def dance(moves):
    programs = list('abcdefghijklmnop')
    for move in moves.split(','):
        if move[0] == 's':
            programs = programs[-int(move[1:]):] + programs[:-int(move[1:])]
        elif move[0] == 'x':
            a, b = map(int, move[1:].split('/'))
            programs[a], programs[b] = programs[b], programs[a]
        elif move[0] == 'p':
            a, b = move[1:].split('/')
            a, b = programs.index(a), programs.index(b)
            programs[a], programs[b] = programs[b], programs[a]
    return ''.join(programs)

with open('input.txt') as f:
    print(dance(f.read()))
",0.0
253,143,2017,16,2,runtime_error,,nlciboghmkedpfja,"  File ""/tmp/tmpjzkj7e1h/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def dance(moves, times):
    programs = list('abcdefghijklmnop')
    seen = set()
    for _ in range(times):
        programs = ''.join(programs)
        if programs in seen:
            return seen.pop()
        seen.add(programs)
        for move in moves.split(','):
            if move[0] == 's':
                programs = programs[-int(move[1:]):] + programs[:-int(move[1:])]
            elif move[0] == 'x':
                a, b = map(int, move[1:].split('/'))
                programs = programs[:a] + programs[b] + programs[a+1:b] + programs[a] + programs[b+1:]
            elif move[0] == 'p':
                a, b = move[1:].split('/')
                a, b = programs.index(a), programs.index(b)
                programs = programs[:a] + programs[b] + programs[a+1:b] + programs[a] + programs[b+1:]
    return programs

with open('input",2.0
254,144,2017,17,1,wrong_output,"417
",640,,"
def spinlock(steps):
    buffer = [0]
    current_position = 0
    for i in range(1, 2018):
        current_position = (current_position + steps) % len(buffer)
        buffer.insert(current_position + 1, i)
    return buffer[buffer.index(2017) + 1]

with open('input.txt', 'r') as f:
    steps = int(f.read())

print(spinlock(steps))
",2.0
255,145,2017,17,2,part1_failed,,47949463,,,
256,146,2017,18,1,runtime_error,,4601,"  File ""/tmp/tmp33ftn74d/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

registers = {}
for i in range(ord('a'), ord('z') + 1):
    registers[chr(i)] = 0

def play(freq):
    print(freq)

def recover(reg):
    if registers[reg] != 0:
        return registers['$']
    return 0

def jump(reg):
    if registers[reg] > 0:
        return True
    return False

def main():
    with open('input.txt', 'r') as f:
        instructions = f.readlines()

    pc = 0
    while pc < len(instructions):
        instruction = instructions[pc].split()
        operation = instruction[0]
        x = instruction[1]
        y = instruction[2]

        if operation == 'set':
            registers[x] = int(y)
        elif operation == 'add':
            registers[x] += int(y)
        elif operation == 'mul':
            registers[x] *= int(y)
        elif operation == 'mod':
            registers[x] %= int(y)",2.0
257,147,2017,18,2,part1_failed,,6858,,,
258,148,2017,19,1,wrong_output,"
",GSXDIPWTU,,"
import re

def get_path(diagram):
    # Find the starting point
    start = re.search(r'^[A-Z]', diagram)
    if not start:
        return ''

    # Follow the path
    path = [start.group()]
    while True:
        # Find the next point
        next = re.search(r'[A-Z]', diagram[start.end():])
        if not next:
            break
        path.append(next.group())
        start = next

    return ''.join(path)


if __name__ == '__main__':
    with open('input.txt') as f:
        diagram = f.read()

    path = get_path(diagram)
    print(path)
",2.0
259,149,2017,19,2,part1_failed,,16100,,,
260,150,2017,20,1,runtime_error,,344,"  File ""/tmp/tmp5m9afio9/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import math

def manhattan_distance(p1, p2):
    return abs(p1[0] - p2[0]) + abs(p1[1] - p2[1]) + abs(p1[2] - p2[2])

def update_particle(particle):
    particle[1] = [particle[1][i] + particle[2][i] for i in range(3)]
    particle[0] = [particle[0][i] + particle[1][i] for i in range(3)]

def find_closest_particle(particles):
    min_distance = math.inf
    closest_particle = None
    for particle in particles:
        distance = manhattan_distance(particle[0], [0, 0, 0])
        if distance < min_distance:
            min_distance = distance
            closest_particle = particle
    return closest_particle

def main():
    with open(""input.txt"") as f:
        particles = [line.strip().split("", "") for line in f]
        particles = [[[int(x) for x in y[",2.0
261,151,2017,20,2,part1_failed,,404,,,
262,152,2017,21,1,runtime_error,,179,"  File ""/tmp/tmprqveq5ed/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def enhance(image, rules):
    new_image = []
    for i in range(len(image)):
        new_row = []
        for j in range(len(image[i])):
            new_row.append(rules[image[i][j - 1:j + 2] + image[i - 1:i + 2][j - 1:j + 2]])
        new_image.append(new_row)
    return new_image

def count_on_pixels(image):
    count = 0
    for row in image:
        for pixel in row:
            if pixel == '#':
                count += 1
    return count

def main():
    with open('input.txt') as f:
        rules = {}
        for line in f:
            rule, output = line.strip().split(' => ')
            rules[rule] = output

    image = [['.', '.', '.'], ['.', '#', '.'], ['.', '.', '.']]
    for i in range(5):
        image = enhance(image, rules)

    print(count",2.0
263,153,2017,21,2,part1_failed,,2766750,,,
264,154,2017,22,1,runtime_error,,5280,"  File ""/tmp/tmpjr2dd340/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read input
    with open('input.txt', 'r') as f:
        grid = [list(line.strip()) for line in f]

    # Initialize virus carrier
    x, y = 0, 0
    direction = 0  # 0 = right, 1 = up, 2 = left, 3 = down

    # Count bursts of activity
    bursts = 0

    # Run simulation
    while True:
        # Turn virus carrier
        if grid[y][x] == '#':
            direction = (direction + 1) % 4
        else:
            direction = (direction - 1) % 4

        # Infect or clean node
        if grid[y][x] == '.':
            grid[y][x] = '#'
            bursts += 1
        else:
            grid[y][x] = '.'

        # Move virus carrier
        if direction == 0:
            x += 1
        elif direction == 1:
            y -= 1
        elif direction == 2:
            x -= ",2.0
265,155,2017,22,2,part1_failed,,2512261,,,
266,156,2017,23,1,timeout_error,,6724,TIMEOUT,"
with open('input.txt') as f:
    instructions = [line.strip().split() for line in f]

mul_count = 0
pc = 0
while pc < len(instructions):
    instruction, a, b = instructions[pc]
    if instruction == 'mul':
        mul_count += 1
    elif instruction == 'jnz':
        if a != '0':
            pc += int(b)
            continue
    pc += 1

print(mul_count)
",2.0
267,157,2017,23,2,part1_failed,,903,,,
268,158,2017,24,1,runtime_error,,2006,"Traceback (most recent call last):
  File ""/tmp/tmpg51mh13k/tmp.py"", line 19, in <module>
    build_bridge(c, c[0] + c[1], used)
  File ""/tmp/tmpg51mh13k/tmp.py"", line 8, in build_bridge
    if strength > max_strength:
UnboundLocalError: local variable 'max_strength' referenced before assignment
","
components = []
with open('input.txt', 'r') as f:
    for line in f:
        components.append(tuple(map(int, line.split('/'))))

def build_bridge(component, strength, used):
    if strength > max_strength:
        max_strength = strength
    for i, c in enumerate(components):
        if i not in used and (c[0] == component[1] or c[1] == component[1]):
            used.add(i)
            build_bridge(c, strength + c[0] + c[1], used)
            used.remove(i)

max_strength = 0
for i, c in enumerate(components):
    used = set([i])
    build_bridge(c, c[0] + c[1], used)

print(max_strength)
",2.0
269,159,2017,24,2,part1_failed,,1994,,,
270,160,2017,25,1,runtime_error,,2846,"  File ""/tmp/tmpdzrgcx44/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read input from file
    with open('input.txt', 'r') as f:
        lines = f.readlines()

    # Parse input
    initial_state = lines[0].strip()
    num_steps = int(lines[1].strip())
    states = {}
    for line in lines[2:]:
        line = line.strip()
        if line:
            state, rules = line.split(':')
            rules = rules.split(',')
            states[state] = {}
            for rule in rules:
                rule = rule.strip()
                if rule:
                    value, new_value, direction, new_state = rule.split()
                    states[state][value] = (new_value, direction, new_state)

    # Initialize tape
    tape = ['0'] * 10000

    # Initialize cursor
    cursor = 5000

    # Run Turing machine
    for _ in range(num_steps):
        # Get current value and state
        value = tape[cursor]
        state = states[initial_",2.0
271,161,2017,25,2,part1_failed,,,,,
296,24,2018,1,1,no_error,"490
",490,,"
with open('input.txt') as f:
    changes = [int(line) for line in f]

frequency = 0
for change in changes:
    frequency += change

print(frequency)
",0.0
297,25,2018,1,2,timeout_error,,70357,TIMEOUT,"
with open('input.txt') as f:
    changes = [int(line) for line in f]

frequency = 0
seen = set()
while frequency not in seen:
    seen.add(frequency)
    for change in changes:
        frequency += change

print(frequency)
",2.0
298,26,2018,2,1,no_error,"7163
",7163,,"
with open('input.txt') as f:
    box_ids = [line.strip() for line in f]

two_count = 0
three_count = 0

for box_id in box_ids:
    letter_counts = {}
    for letter in box_id:
        if letter not in letter_counts:
            letter_counts[letter] = 0
        letter_counts[letter] += 1

    if 2 in letter_counts.values():
        two_count += 1
    if 3 in letter_counts.values():
        three_count += 1

print(two_count * three_count)
",0.0
299,27,2018,2,2,no_error,ighfbyijnoumxjlxevacpwqtr,ighfbyijnoumxjlxevacpwqtr,,"
with open('input.txt') as f:
    box_ids = [line.strip() for line in f]

for box_id1 in box_ids:
    for box_id2 in box_ids:
        if box_id1 != box_id2:
            diff_count = 0
            for i in range(len(box_id1)):
                if box_id1[i] != box_id2[i]:
                    diff_count += 1
            if diff_count == 1:
                common_letters = ''
                for i in range(len(box_id1)):
                    if box_id1[i] == box_id2[i]:
                        common_letters += box_id1[i]
                print(common_letters)
                break
",0.0
302,30,2018,3,1,no_error,"109716
",109716,,"
with open('input.txt') as f:
    claims = [line.strip() for line in f]

fabric = {}
for claim in claims:
    id, _, pos, size = claim.split()
    x, y = map(int, pos[:-1].split(','))
    w, h = map(int, size.split('x'))
    for i in range(x, x + w):
        for j in range(y, y + h):
            fabric[(i, j)] = fabric.get((i, j), 0) + 1

print(sum(1 for v in fabric.values() if v >= 2))
",0.0
303,31,2018,3,2,runtime_error,,124,"  File ""/tmp/tmp735ftq3x/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    claims = [line.strip() for line in f]

fabric = {}
for claim in claims:
    id, _, pos, size = claim.split()
    x, y = map(int, pos[:-1].split(','))
    w, h = map(int, size.split('x'))
    for i in range(x, x + w):
        for j in range(y, y + h):
            fabric[(i, j)] = fabric.get((i, j), set()) | {id}

for claim in claims:
    id, _, pos, size = claim.split()
    x, y = map(int, pos[:-1].split(','))
    w, h = map(int, size.split('x'))
    overlap = False
    for i in range(x, x + w):
        for j in range(y, y + h):
            if len(fabric[(i, j)]) > 1:
                overlap = True
                break
        if overlap:
            break
    if not overlap:
        ",2.0
304,32,2018,4,1,runtime_error,,73646,"  File ""/tmp/tmpq5txll0p/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def parse_input(filename):
    with open(filename) as f:
        lines = f.readlines()

    # Sort the lines by timestamp
    lines.sort(key=lambda line: datetime.datetime.strptime(line[:19], '%Y-%m-%d %H:%M'))

    # Create a dictionary of guards and their sleep schedules
    guards = {}
    for line in lines:
        match = re.match(r'\[(.*)\] (.*)', line)
        timestamp, event = match.groups()

        if event.startswith('Guard'):
            guard_id = int(event.split()[1][1:])
            if guard_id not in guards:
                guards[guard_id] = {'sleep_schedule': [0] * 60}
        elif event == 'falls asleep':
            sleep_start = int(timestamp[14:16])
        elif event == 'wakes up':
            sleep_end = int(timestamp[14:16])
            for i in range(sleep_start, sleep_end):
                guards[guard_id]['",2.0
305,33,2018,4,2,part1_failed,,4727,,,
306,34,2018,5,1,timeout_error,,9686,TIMEOUT,"
with open('input.txt') as f:
    polymer = f.read().strip()

while True:
    new_polymer = ''
    for i in range(len(polymer) - 1):
        if polymer[i] != polymer[i + 1] and polymer[i].lower() == polymer[i + 1].lower():
            i += 1
        else:
            new_polymer += polymer[i]
    if new_polymer == polymer:
        break
    polymer = new_polymer

print(len(polymer))
",2.0
307,35,2018,5,2,part1_failed,,5524,,,
308,36,2018,6,1,runtime_error,,3909,"  File ""/tmp/tmpkn9896at/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys
from collections import defaultdict

def manhattan_distance(p1, p2):
    return abs(p1[0] - p2[0]) + abs(p1[1] - p2[1])

def closest_coordinate(point, coordinates):
    min_distance = float('inf')
    closest_coordinate = None
    for coordinate in coordinates:
        distance = manhattan_distance(point, coordinate)
        if distance < min_distance:
            min_distance = distance
            closest_coordinate = coordinate
        elif distance == min_distance:
            closest_coordinate = None
    return closest_coordinate

def main():
    coordinates = []
    with open('input.txt', 'r') as f:
        for line in f:
            x, y = line.strip().split(',')
            coordinates.append((int(x), int(y)))

    # Find the bounding box of the coordinates
    min_x = min(coordinates, key=lambda c: c[0])[0]
    max_x = max(coordinates, key=lambda c: c[0])[0]
    min_",2.0
309,37,2018,6,2,part1_failed,,36238,,,
310,38,2018,7,1,runtime_error,,GKRVWBESYAMZDPTIUCFXQJLHNO,"  File ""/tmp/tmp748q_ntb/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_order(instructions):
    # Create a dictionary to store the dependencies.
    dependencies = {}
    for instruction in instructions:
        step, dependent = instruction.split("" must be finished before step "")
        dependencies[dependent] = dependencies.get(dependent, []) + [step]

    # Create a set to store the steps that have no dependencies.
    ready_steps = set()
    for step in dependencies:
        if step not in dependencies.values():
            ready_steps.add(step)

    # Create a list to store the order of steps.
    order = []
    while ready_steps:
        # Get the first step in alphabetical order.
        step = min(ready_steps)

        # Add the step to the order.
        order.append(step)

        # Remove the step from the set of ready steps.
        ready_steps.remove(step)

        # Remove the step from the dependencies of other steps.
        for dependent in dependencies:
            if step in dependencies[dependent]:
                dependencies[dependent].remove(step)

                # If a step has no more dependencies, add it",2.0
311,39,2018,7,2,part1_failed,,903,,,
312,40,2018,8,1,timeout_error,,47244,TIMEOUT,"
with open('input.txt', 'r') as f:
    data = f.read().split()

def get_metadata_sum(data, index):
    num_children = int(data[index])
    num_metadata = int(data[index + 1])
    metadata_sum = 0
    index += 2
    for _ in range(num_children):
        metadata_sum += get_metadata_sum(data, index)
        index += 2
    for _ in range(num_metadata):
        metadata_sum += int(data[index])
        index += 1
    return metadata_sum

print(get_metadata_sum(data, 0))
",2.0
313,41,2018,8,2,part1_failed,,17267,,,
314,42,2018,9,1,timeout_error,,384288,TIMEOUT,"
players, last_marble = map(int, input().split('; '))

circle = [0]
scores = [0] * players
current_player = 0
current_marble = 0

for marble in range(1, last_marble + 1):
    if marble % 23 == 0:
        scores[current_player] += marble
        current_marble = (current_marble - 7) % len(circle)
        scores[current_player] += circle.pop(current_marble)
    else:
        current_marble = (current_marble + 1) % len(circle)
        circle.insert(current_marble, marble)

print(max(scores))
",2.0
315,43,2018,9,2,part1_failed,,3189426841,,,
316,44,2018,10,1,runtime_error,,GFNKCGGH,"  File ""/tmp/tmplzuclcxu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read the input file
    with open('input.txt', 'r') as f:
        lines = f.readlines()

    # Parse the input file
    points = []
    for line in lines:
        position, velocity = line.split('>')[0][10:].split(', '), line.split('>')[1][10:].split(', ')
        points.append((int(position[0]), int(position[1])), (int(velocity[0]), int(velocity[1])))

    # Find the time at which the points will align
    time = 0
    while True:
        # Check if the points are aligned
        aligned = True
        for point in points:
            if point[0] != points[0][0] or point[1] != points[0][1]:
                aligned = False
                break

        # If the points are aligned, break the loop
        if aligned:
            break

        # Increment the time
        time += 1

    # Print the message
    for point in points:
        print(chr(point[0",2.0
317,45,2018,10,2,part1_failed,,10274,,,
318,46,2018,11,1,runtime_error,,"235,63","  File ""/tmp/tmpmxnk__hk/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt', 'r') as f:
    serial_number = int(f.read())

grid = [[0 for _ in range(300)] for _ in range(300)]
for y in range(300):
    for x in range(300):
        rack_id = x + 10
        power_level = rack_id * y
        power_level += serial_number
        power_level *= rack_id
        power_level = (power_level // 100) % 10
        power_level -= 5
        grid[y][x] = power_level

max_power = -10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",2.0
319,47,2018,11,2,part1_failed,,"229,251,16",,,
320,48,2018,12,1,wrong_output,"2512
",4110,,"
with open('input.txt') as f:
    initial_state = f.readline().split()[2]
    rules = [line.strip().split(' => ') for line in f]

def next_generation(state):
    new_state = ''
    for i in range(2, len(state) - 2):
        pattern = state[i-2:i+3]
        for rule in rules:
            if pattern == rule[0]:
                new_state += rule[1]
                break
    return '.' * 2 + new_state + '.' * 2

for i in range(20):
    initial_state = next_generation(initial_state)

print(sum(i for i, c in enumerate(initial_state) if c == '#'))
",2.0
321,49,2018,12,2,part1_failed,,2650000000466,,,
322,50,2018,13,1,runtime_error,,"79,128","  File ""/tmp/tmpgem95zhf/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    with open(""input.txt"", ""r"") as f:
        tracks = [line.strip() for line in f.readlines()]

    carts = []
    for i in range(len(tracks)):
        for j in range(len(tracks[i])):
            if tracks[i][j] in ""^v<>"":
                carts.append((i, j, tracks[i][j]))

    crashed = set()
    while len(carts) > 1:
        carts.sort()
        for i in range(len(carts)):
            if i in crashed:
                continue
            x, y, direction = carts[i]
            if direction == ""^"":
                y -= 1
            elif direction == ""v"":
                y += 1
            elif direction == ""<"":
                x -= 1
            elif direction == "">"":
                x += 1

            if (x, y) in crashed:
                crashed.add(i)
            elif (x, y) in carts:
                crashed.add(i)
                crashed.add(",2.0
323,51,2018,13,2,part1_failed,,"3,42",,,
324,52,2018,14,1,wrong_output,"7101012451
",9411137133,,"
with open('input.txt') as f:
    recipes = [int(x) for x in f.read().strip()]

scores = [3, 7]
elf1 = 0
elf2 = 1

while len(scores) < recipes[-1] + 10:
    new_score = scores[elf1] + scores[elf2]
    if new_score >= 10:
        scores.append(1)
        scores.append(new_score % 10)
    else:
        scores.append(new_score)
    elf1 = (elf1 + scores[elf1] + 1) % len(scores)
    elf2 = (elf2 + scores[elf2] + 1) % len(scores)

print(''.join(str(x) for x in scores[recipes[-1]:recipes[-1] + 10]))
",2.0
325,53,2018,14,2,part1_failed,,20317612,,,
326,54,2018,15,1,runtime_error,,201638,"  File ""/tmp/tmpxbsbk2l4/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys
from collections import defaultdict, namedtuple

Point = namedtuple('Point', 'x y')

def get_neighbors(point):
    return [Point(point.x + dx, point.y + dy) for dx, dy in [(0, -1), (0, 1), (-1, 0), (1, 0)]]

def get_targets(point, units):
    return [unit for unit in units if unit.team != point.team and unit.pos in get_neighbors(point)]

def get_in_range(point, units):
    return [unit for unit in units if unit.team != point.team and unit.pos in get_neighbors(point) + [point]]

def get_reachable(point, units, walls):
    queue = [point]
    visited = set()
    while queue:
        current = queue.pop(0)
        if current in visited:
            continue
        visited.add(current)
        for neighbor in get_neighbors(current):
            if neighbor not in walls and neighbor not in visited:
                queue.append(neighbor)
    return",2.0
327,55,2018,15,2,part1_failed,,95764,,,
328,56,2018,16,1,runtime_error,,642,"  File ""/tmp/tmp91dggx3z/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def parse_sample(sample):
    before, instruction, after = sample.split('\n')
    before = before.split('[')[1].split(']')[0].split(', ')
    before = [int(x) for x in before]
    instruction = instruction.split(' ')
    instruction = [int(x) for x in instruction]
    after = after.split('[')[1].split(']')[0].split(', ')
    after = [int(x) for x in after]
    return before, instruction, after

def count_opcodes(samples):
    count = 0
    for sample in samples:
        before, instruction, after = parse_sample(sample)
        opcode = instruction[0]
        if opcode == 0:
            if after[C] == before[A] + before[B]:
                count += 1
        elif opcode == 1:
            if after[C] == before[A] * before[B]:
                count += 1
        elif opcode == 2:
            if after[C] == before[A] & before[B",2.0
329,57,2018,16,2,part1_failed,,481,,,
