,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
127,127,2017,5,1,no_error,"391540
",391540,,"
with open('input.txt') as f:
    offsets = [int(line) for line in f]

pc = 0
steps = 0
while 0 <= pc < len(offsets):
    offset = offsets[pc]
    offsets[pc] += 1
    pc += offset
    steps += 1

print(steps)
",2.0
128,128,2017,5,2,no_error,"30513679
",30513679,,"
with open('input.txt') as f:
    offsets = [int(line) for line in f]

pc = 0
steps = 0
while 0 <= pc < len(offsets):
    offset = offsets[pc]
    if offset >= 3:
        offsets[pc] -= 1
    else:
        offsets[pc] += 1
    pc += offset
    steps += 1

print(steps)
",0.0
131,131,2017,6,1,no_error,"6681
",6681,,"
def reallocate(banks):
    seen = set()
    while tuple(banks) not in seen:
        seen.add(tuple(banks))
        i, blocks = max(enumerate(banks), key=lambda x: (x[1], -x[0]))
        banks[i] = 0
        while blocks:
            i = (i + 1) % len(banks)
            banks[i] += 1
            blocks -= 1
    return len(seen)

with open('input.txt') as f:
    banks = [int(x) for x in f.read().split()]
    print(reallocate(banks))
",0.0
132,132,2017,6,2,runtime_error,,2392,"Traceback (most recent call last):
  File ""/tmp/tmpnd0_rs9m/tmp.py"", line 16, in <module>
    print(reallocate(banks))
  File ""/tmp/tmpnd0_rs9m/tmp.py"", line 12, in reallocate
    return len(seen), len(seen) - seen.index(tuple(banks))
AttributeError: 'set' object has no attribute 'index'
","
def reallocate(banks):
    seen = set()
    while tuple(banks) not in seen:
        seen.add(tuple(banks))
        i, blocks = max(enumerate(banks), key=lambda x: (x[1], -x[0]))
        banks[i] = 0
        while blocks:
            i = (i + 1) % len(banks)
            banks[i] += 1
            blocks -= 1
    return len(seen), len(seen) - seen.index(tuple(banks))

with open('input.txt') as f:
    banks = [int(x) for x in f.read().split()]
    print(reallocate(banks))
",2.0
133,133,2017,7,1,runtime_error,,cyrupz,"Traceback (most recent call last):
  File ""/tmp/tmpm53kvev_/tmp.py"", line 30, in <module>
    bottom_program = get_bottom_program('input.txt')
  File ""/tmp/tmpm53kvev_/tmp.py"", line 13, in get_bottom_program
    name, weight, children = match.groups()
ValueError: too many values to unpack (expected 3)
","
import re

def get_bottom_program(input_file):
    with open(input_file, 'r') as f:
        lines = f.readlines()

    # Create a dictionary of programs and their weights
    programs = {}
    for line in lines:
        match = re.match(r'(\w+) \((\d+)\)( -> (.*))?', line)
        if match:
            name, weight, children = match.groups()
            programs[name] = {
                'weight': int(weight),
                'children': children.split(', ') if children else []
            }

    # Find the bottom program
    bottom_program = None
    for program in programs:
        if not any(program in children for children in programs.values()):
            bottom_program = program
            break

    return bottom_program


if __name__ == '__main__':
    bottom_program = get_bottom_program('input.txt')
    print(bottom_program)
",2.0
134,134,2017,7,2,part1_failed,,193,,,
135,135,2017,8,1,runtime_error,,4448,"Traceback (most recent call last):
  File ""/tmp/tmps84giyeo/tmp.py"", line 6, in <module>
    reg, op, val, cond_reg, cond_op, cond_val = line.split()
ValueError: too many values to unpack (expected 6)
","
registers = {}

with open('input.txt') as f:
    for line in f:
        reg, op, val, cond_reg, cond_op, cond_val = line.split()
        if eval(f'{registers.get(cond_reg, 0)} {cond_op} {cond_val}'):
            registers[reg] = registers.get(reg, 0) + (1 if op == 'inc' else -1) * int(val)

print(max(registers.values()))
",2.0
136,136,2017,8,2,part1_failed,,6582,,,
137,137,2017,9,1,wrong_output,"-188694
",7640,,"
score = 0
depth = 0
with open('input.txt') as f:
    for c in f.read():
        if c == '{':
            depth += 1
        elif c == '}':
            score += depth
            depth -= 1
print(score)
",2.0
138,138,2017,9,2,part1_failed,,4368,,,
139,139,2017,10,1,wrong_output,"272
",46600,,"
def knot_hash(lengths, size=256):
    lst = list(range(size))
    pos = 0
    skip = 0
    for length in lengths:
        lst[pos:pos+length] = lst[pos:pos+length][::-1]
        pos = (pos + length + skip) % size
        skip += 1
    return lst[0] * lst[1]

with open('input.txt') as f:
    lengths = [int(x) for x in f.read().split(',')]

print(knot_hash(lengths))
",2.0
140,140,2017,10,2,part1_failed,,23234babdc6afa036749cfa9b597de1b,,,
141,141,2017,11,1,wrong_output,"1461
",696,,"
def hex_distance(path):
    dirs = {'n': (0, -1), 'ne': (1, -1), 'se': (1, 0), 's': (0, 1), 'sw': (-1, 1), 'nw': (-1, 0)}
    x, y = 0, 0
    max_dist = 0
    for d in path.split(','):
        dx, dy = dirs[d]
        x += dx
        y += dy
        dist = max(abs(x), abs(y))
        max_dist = max(max_dist, dist)
    return max_dist

if __name__ == '__main__':
    with open('input.txt') as f:
        path = f.read().strip()
    print(hex_distance(path))
",2.0
142,142,2017,11,2,part1_failed,,1461,,,
143,143,2017,12,1,no_error,"288
",288,,"
programs = {}
with open('input.txt') as f:
    for line in f:
        program, connected = line.strip().split(' <-> ')
        programs[program] = set(connected.split(', '))

def find_group(program):
    group = set()
    stack = [program]
    while stack:
        current = stack.pop()
        if current not in group:
            group.add(current)
            stack.extend(programs[current])
    return group

print(len(find_group('0')))
",1.0
144,144,2017,12,2,runtime_error,,211,"Traceback (most recent call last):
  File ""/tmp/tmphviu39ys/tmp.py"", line 22, in <module>
    groups.add(group)
TypeError: unhashable type: 'set'
","
programs = {}
with open('input.txt') as f:
    for line in f:
        program, connected = line.strip().split(' <-> ')
        programs[program] = set(connected.split(', '))

def find_group(program):
    group = set()
    stack = [program]
    while stack:
        current = stack.pop()
        if current not in group:
            group.add(current)
            stack.extend(programs[current])
    return group

groups = set()
for program in programs:
    group = find_group(program)
    if group not in groups:
        groups.add(group)

print(len(groups))
",2.0
145,145,2017,13,1,wrong_output,"3923436
",1624,,"
def parse_firewall(firewall_str):
    firewall = []
    for line in firewall_str.splitlines():
        depth, rng = line.split(': ')
        firewall.append((int(depth), int(rng)))
    return firewall

def is_caught(firewall, delay):
    for depth, rng in firewall:
        if (depth + delay) % (2 * (rng - 1)) == 0:
            return True
    return False

def main():
    with open('input.txt') as f:
        firewall = parse_firewall(f.read())

    delay = 0
    while is_caught(firewall, delay):
        delay += 1

    print(delay)

if __name__ == '__main__':
    main()
",2.0
146,146,2017,13,2,part1_failed,,3923436,,,
147,147,2017,14,1,runtime_error,,8148,"  File ""/tmp/tmpc4_mqin1/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import hashlib

def knot_hash(key):
    lengths = [ord(c) for c in key] + [17, 31, 73, 47, 23]
    state = list(range(256))
    skip_size = 0
    current_position = 0
    for _ in range(64):
        for length in lengths:
            for i in range(length // 2):
                state[current_position + i], state[current_position + length - i - 1] = state[current_position + length - i - 1], state[current_position + i]
            current_position = (current_position + length + skip_size) % 256
            skip_size += 1
    dense_hash = []
    for i in range(16):
        xor_result = state[i * 16]
        for j in range(1, 16):
            xor_result ^= state[i * 16 + j]
        dense_hash.append(xor_result)
    return ''.",2.0
148,148,2017,14,2,part1_failed,,1180,,,
149,149,2017,15,1,runtime_error,,650,"Traceback (most recent call last):
  File ""/tmp/tmp7qxpnvzb/tmp.py"", line 19, in <module>
    print(judge(gen_a(65), gen_b(8921)))
  File ""/tmp/tmp7qxpnvzb/tmp.py"", line 15, in judge
    if a() & 0xffff == b() & 0xffff:
TypeError: 'generator' object is not callable
","
def gen_a(start):
    while True:
        start = (start * 16807) % 2147483647
        yield start

def gen_b(start):
    while True:
        start = (start * 48271) % 2147483647
        yield start

def judge(a, b):
    count = 0
    for _ in range(40000000):
        if a() & 0xffff == b() & 0xffff:
            count += 1
    return count

print(judge(gen_a(65), gen_b(8921)))
",2.0
150,150,2017,15,2,part1_failed,,336,,,
151,151,2017,16,1,no_error,"nlciboghjmfdapek
",nlciboghjmfdapek,,"
with open('input.txt', 'r') as f:
    moves = f.read().strip().split(',')

programs = list('abcdefghijklmnop')

for move in moves:
    if move[0] == 's':
        programs = programs[-int(move[1:]):] + programs[:len(programs)-int(move[1:])]
    elif move[0] == 'x':
        a, b = map(int, move[1:].split('/'))
        programs[a], programs[b] = programs[b], programs[a]
    elif move[0] == 'p':
        a, b = move[1:].split('/')
        a, b = programs.index(a), programs.index(b)
        programs[a], programs[b] = programs[b], programs[a]

print(''.join(programs))
",0.0
152,152,2017,16,2,timeout_error,,nlciboghmkedpfja,TIMEOUT,"
with open('input.txt', 'r') as f:
    moves = f.read().strip().split(',')

programs = list('abcdefghijklmnop')

for _ in range(1000000000):
    for move in moves:
        if move[0] == 's':
            programs = programs[-int(move[1:]):] + programs[:len(programs)-int(move[1:])]
        elif move[0] == 'x':
            a, b = map(int, move[1:].split('/'))
            programs[a], programs[b] = programs[b], programs[a]
        elif move[0] == 'p':
            a, b = move[1:].split('/')
            a, b = programs.index(a), programs.index(b)
            programs[a], programs[b] = programs[b], programs[a]

print(''.join(programs))
",2.0
153,153,2017,17,1,wrong_output,"638
",640,,"
def spinlock(steps):
    buffer = [0]
    current = 0
    for i in range(1, 2018):
        current = (current + steps) % len(buffer) + 1
        buffer.insert(current, i)
    return buffer[buffer.index(2017) + 1]

print(spinlock(3))
",2.0
154,154,2017,17,2,part1_failed,,47949463,,,
155,155,2017,18,1,runtime_error,,4601,"  File ""/tmp/tmp7f6yag20/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
registers = {}
for c in 'abcdefghijklmnopqrstuvwxyz':
    registers[c] = 0
pc = 0
snd = None
while True:
    instr = input().split()
    if instr[0] == 'snd':
        snd = registers[instr[1]]
    elif instr[0] == 'set':
        registers[instr[1]] = int(instr[2]) if instr[2].isdigit() else registers[instr[2]]
    elif instr[0] == 'add':
        registers[instr[1]] += int(instr[2]) if instr[2].isdigit() else registers[instr[2]]
    elif instr[0] == 'mul':
        registers[instr[1]] *= int(instr[2]) if instr[2].isdigit() else registers[instr[2]]
    elif instr[0] == 'mod':
        registers[instr[1]] %= int(instr[2]) if instr[2].isdigit() else registers[instr[2]]
    elif instr[0] == 'rcv':
        if registers[instr[1]] != 0:
            print(snd)
",2.0
156,156,2017,18,2,part1_failed,,6858,,,
157,157,2017,19,1,runtime_error,,GSXDIPWTU,"  File ""/tmp/tmpcwqf1n6k/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def follow_path(diagram):
    # Find the starting point
    for i, row in enumerate(diagram):
        if row[0] == '|':
            start_x, start_y = 0, i
            break

    # Initialize the direction
    direction = 'down'

    # Initialize the path
    path = []

    # Follow the path
    while True:
        # Get the next position
        if direction == 'down':
            next_x, next_y = start_x, start_y + 1
        elif direction == 'up':
            next_x, next_y = start_x, start_y - 1
        elif direction == 'left':
            next_x, next_y = start_x - 1, start_y
        elif direction == 'right':
            next_x, next_y = start_x + 1, start_y

        # Check if the next position is valid
        if next_x < 0 or next_x >= len(diagram[0]) or next_y < 0 or next_y >= len(diagram):
",2.0
158,158,2017,19,2,part1_failed,,16100,,,
159,159,2017,20,1,runtime_error,,344,"  File ""/tmp/tmphv83y_x7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import math

def manhattan_distance(p1, p2):
    return abs(p1[0] - p2[0]) + abs(p1[1] - p2[1]) + abs(p1[2] - p2[2])

def update_particle(particle):
    particle[1][0] += particle[2][0]
    particle[1][1] += particle[2][1]
    particle[1][2] += particle[2][2]
    particle[0][0] += particle[1][0]
    particle[0][1] += particle[1][1]
    particle[0][2] += particle[1][2]

def find_closest_particle(particles):
    closest_particle = 0
    closest_distance = math.inf
    for i, particle in enumerate(particles):
        distance = manhattan_distance(particle[0], [0, 0, 0])
        if distance < closest_distance:
            closest_particle = i
            closest_distance = distance
    return closest_particle

with open('input.txt') as",2.0
160,160,2017,20,2,part1_failed,,404,,,
161,161,2017,21,1,runtime_error,,179,"  File ""/tmp/tmpyiprn8qu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def enhance(image, rules):
    new_image = []
    for i in range(0, len(image), 3):
        for j in range(0, len(image[0]), 3):
            sub_image = [image[i + k][j + l] for k in range(3) for l in range(3)]
            rule_index = int(''.join(['1' if c == '#' else '0' for c in sub_image]), 2)
            new_image.append(rules[rule_index])
    return new_image

def rotate(image):
    return [''.join(row[::-1]) for row in image[::-1]]

def flip(image):
    return [row[::-1] for row in image]

def get_all_rotations(image):
    return [image, rotate(image), rotate(rotate(image)), rotate(rotate(rotate(image))),
            flip(image), rotate(flip(image)), rotate(rotate(flip(image))), rotate(rotate(rotate(flip(image))))]

def get_all_matches(image, rules):
    ",2.0
162,162,2017,21,2,part1_failed,,2766750,,,
163,163,2017,22,1,runtime_error,,5280,"  File ""/tmp/tmpy1kqmp0d/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict

def main():
    with open('input.txt') as f:
        grid = defaultdict(lambda: '.')
        for y, line in enumerate(f):
            for x, char in enumerate(line.strip()):
                grid[(x, y)] = char

    x, y = len(grid) // 2, len(grid) // 2
    direction = 0  # 0 = up, 1 = right, 2 = down, 3 = left
    infections = 0

    for _ in range(10000):
        if grid[(x, y)] == '.':
            direction = (direction - 1) % 4
            grid[(x, y)] = '#'
            infections += 1
        else:
            direction = (direction + 1) % 4
            grid[(x, y)] = '.'

        if direction == 0:
            y -= 1
        elif direction == 1:
            x += 1
        elif direction == 2:
            y += 1
        elif direction == 3:
            x",2.0
164,164,2017,22,2,part1_failed,,2512261,,,
165,165,2017,23,1,runtime_error,,6724,"Traceback (most recent call last):
  File ""/tmp/tmpbf2j1s03/tmp.py"", line 24, in <module>
    print(run_program(instructions))
  File ""/tmp/tmpbf2j1s03/tmp.py"", line 9, in run_program
    registers[x] = int(y)
ValueError: invalid literal for int() with base 10: 'b'
","
def run_program(instructions):
    registers = {chr(ord('a') + i): 0 for i in range(8)}
    ip = 0
    mul_count = 0
    while 0 <= ip < len(instructions):
        instruction, x, y = instructions[ip]
        if instruction == 'set':
            registers[x] = int(y)
        elif instruction == 'sub':
            registers[x] -= int(y)
        elif instruction == 'mul':
            registers[x] *= int(y)
            mul_count += 1
        elif instruction == 'jnz':
            if registers[x] != 0:
                ip += int(y) - 1
        ip += 1
    return mul_count


with open('input.txt') as f:
    instructions = [line.strip().split(' ') for line in f]
print(run_program(instructions))
",2.0
166,166,2017,23,2,part1_failed,,903,,,
167,167,2017,24,1,runtime_error,,2006,"  File ""/tmp/tmpb_eikl6_/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_bridges(components):
    bridges = []
    for component in components:
        for other_component in components:
            if component[0] == other_component[1]:
                bridges.append([component, other_component])
            elif component[1] == other_component[0]:
                bridges.append([other_component, component])
    return bridges

def get_strongest_bridge(bridges):
    strongest_bridge = []
    strongest_bridge_strength = 0
    for bridge in bridges:
        bridge_strength = sum(sum(component) for component in bridge)
        if bridge_strength > strongest_bridge_strength:
            strongest_bridge = bridge
            strongest_bridge_strength = bridge_strength
    return strongest_bridge, strongest_bridge_strength

with open('input.txt') as f:
    components = [tuple(map(int, line.strip().split('/'))) for line in f]

bridges = get_bridges(components)
strongest_bridge, strongest_bridge_strength = get_strongest_bridge(bridges)

print(f'The",2.0
168,168,2017,24,2,part1_failed,,1994,,,
169,169,2017,25,1,runtime_error,,2846,"  File ""/tmp/tmpluxefoub/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    with open('input.txt') as f:
        lines = f.readlines()

    # Parse the input
    state = lines[0].split()[3]
    checksum_steps = int(lines[1].split()[4])
    states = {}
    for line in lines[3:]:
        line = line.strip()
        if line.startswith('In state'):
            state_name = line.split()[2]
            states[state_name] = {}
        elif line.startswith('  If the current value is'):
            value = int(line.split()[5])
            states[state_name][value] = line[27:].split()

    # Initialize the tape
    tape = [0]

    # Run the Turing machine
    cursor = 0
    steps = 0
    while steps < checksum_steps:
        # Read the current value
        value = tape[cursor]

        # Get the next state and action
        next_state, write_value, move_direction = states[state][value]

        # Write the new value
        tape",2.0
170,170,2017,25,2,part1_failed,,,,,
171,0,2018,1,1,no_error,"490
",490,,"
with open('input.txt') as f:
    changes = [int(line) for line in f]

print(sum(changes))
",0.0
172,1,2018,1,2,timeout_error,,70357,TIMEOUT,"
with open('input.txt') as f:
    changes = [int(line) for line in f]

seen = set()
freq = 0
while freq not in seen:
    seen.add(freq)
    for change in changes:
        freq += change

print(freq)
",2.0
173,2,2018,2,1,no_error,"7163
",7163,,"
with open('input.txt') as f:
    box_ids = f.readlines()

# Count the number of box IDs with exactly two of any letter
two_count = 0
for box_id in box_ids:
    letter_counts = {}
    for letter in box_id:
        letter_counts[letter] = letter_counts.get(letter, 0) + 1
    if 2 in letter_counts.values():
        two_count += 1

# Count the number of box IDs with exactly three of any letter
three_count = 0
for box_id in box_ids:
    letter_counts = {}
    for letter in box_id:
        letter_counts[letter] = letter_counts.get(letter, 0) + 1
    if 3 in letter_counts.values():
        three_count += 1

# Multiply the two counts together to get the checksum
checksum = two_count * three_count

print(checksum)
",0.0
174,3,2018,2,2,runtime_error,,ighfbyijnoumxjlxevacpwqtr,"Traceback (most recent call last):
  File ""/tmp/tmpthhhd9u0/tmp.py"", line 8, in <module>
    if box_id1 != box_id2 and sum(1 for i in range(len(box_id1)) if box_id1[i] != box_id2[i]) == 1:
  File ""/tmp/tmpthhhd9u0/tmp.py"", line 8, in <genexpr>
    if box_id1 != box_id2 and sum(1 for i in range(len(box_id1)) if box_id1[i] != box_id2[i]) == 1:
IndexError: string index out of range
","
with open('input.txt') as f:
    box_ids = f.readlines()

# Find the two box IDs that differ by exactly one character
for box_id1 in box_ids:
    for box_id2 in box_ids:
        if box_id1 != box_id2 and sum(1 for i in range(len(box_id1)) if box_id1[i] != box_id2[i]) == 1:
            # Found the two box IDs
            break

# Find the common letters between the two box IDs
common_letters = ''
for i in range(len(box_id1)):
    if box_id1[i] == box_id2[i]:
        common_letters += box_id1[i]

print(common_letters)
",2.0
175,4,2018,3,1,runtime_error,,109716,"Traceback (most recent call last):
  File ""/tmp/tmp7jr3tpc7/tmp.py"", line 13, in <module>
    for j in range(claim[3], claim[3] + claim[5]):
IndexError: tuple index out of range
","
import re

claims = []
with open('input.txt') as f:
    for line in f:
        m = re.match(r'#(\d+) @ (\d+),(\d+): (\d+)x(\d+)', line)
        claims.append((int(m.group(1)), int(m.group(2)), int(m.group(3)), int(m.group(4)), int(m.group(5))))

fabric = [[0 for _ in range(1000)] for _ in range(1000)]
for claim in claims:
    for i in range(claim[2], claim[2] + claim[4]):
        for j in range(claim[3], claim[3] + claim[5]):
            fabric[i][j] += 1

count = 0
for i in range(1000):
    for j in range(1000):
        if fabric[i][j] >= 2:
            count += 1

print(count)
",2.0
176,5,2018,3,2,part1_failed,,124,,,
177,6,2018,4,1,runtime_error,,73646,"  File ""/tmp/tmpqo5qz2wa/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def get_guard_sleep_minutes(input_file):
    with open(input_file, 'r') as f:
        lines = f.readlines()

    # Sort the lines by timestamp
    lines.sort(key=lambda x: x.split(']')[0][1:])

    # Create a dictionary to store the guard sleep minutes
    guard_sleep_minutes = {}

    # Iterate over the lines
    for line in lines:
        # Get the guard ID
        guard_id = re.findall('#(\d+)', line)[0]

        # Get the start and end times of the guard's shift
        start_time = re.findall('\[(.*)\]', line)[0]
        end_time = re.findall('\[(.*)\]', lines[lines.index(line) + 1])[0]

        # Calculate the number of minutes the guard slept
        minutes_slept = (int(end_time.split(':')[1]) - int(start_time.split(':')[1]))

        # Add the minutes slept to the dictionary
        if guard_id not in guard_",2.0
178,7,2018,4,2,part1_failed,,4727,,,
179,8,2018,5,1,no_error,"9686
",9686,,"
with open('input.txt', 'r') as f:
    polymer = f.read().strip()

def react(polymer):
    for i in range(len(polymer) - 1):
        if polymer[i] != polymer[i + 1] and polymer[i].lower() == polymer[i + 1].lower():
            return polymer[:i] + polymer[i + 2:]
    return polymer

while True:
    new_polymer = react(polymer)
    if new_polymer == polymer:
        break
    polymer = new_polymer

print(len(polymer))
",0.0
180,9,2018,5,2,wrong_output,"0
",5524,,"
with open('input.txt', 'r') as f:
    polymer = f.read().strip()

def react(polymer):
    for i in range(len(polymer) - 1):
        if polymer[i] != polymer[i + 1] and polymer[i].lower() == polymer[i + 1].lower():
            return polymer[:i] + polymer[i + 2:]
    return polymer

shortest = len(polymer)
for unit in 'abcdefghijklmnopqrstuvwxyz':
    new_polymer = polymer.replace(unit, '').replace(unit.upper(), '')
    while True:
        new_polymer = react(new_polymer)
        if new_polymer == polymer:
            break
        polymer = new_polymer
    shortest = min(shortest, len(new_polymer))

print(shortest)
",2.0
181,10,2018,6,1,runtime_error,,3909,"  File ""/tmp/tmpmis0abn3/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def manhattan_distance(p1, p2):
    return abs(p1[0] - p2[0]) + abs(p1[1] - p2[1])

def find_closest_coordinate(point, coordinates):
    closest_coordinate = coordinates[0]
    min_distance = manhattan_distance(point, closest_coordinate)
    for coordinate in coordinates[1:]:
        distance = manhattan_distance(point, coordinate)
        if distance < min_distance:
            closest_coordinate = coordinate
            min_distance = distance
        elif distance == min_distance:
            closest_coordinate = None
    return closest_coordinate

def find_largest_finite_area(coordinates):
    max_area = 0
    for coordinate in coordinates:
        area = 0
        for x in range(min(coordinates, key=lambda c: c[0])[0], max(coordinates, key=lambda c: c[0])[0] + 1):
            for y in range(min(coordinates, key=lambda c: c[1])[1], max(coordinates, key=lambda c: c[1",2.0
182,11,2018,6,2,part1_failed,,36238,,,
183,12,2018,7,1,runtime_error,,GKRVWBESYAMZDPTIUCFXQJLHNO,"  File ""/tmp/tmpc1ygvfve/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

with open(""input.txt"") as f:
    lines = f.readlines()

# Create a dictionary of prerequisites
prerequisites = {}
for line in lines:
    match = re.match(r""Step ([A-Z]) must be finished before step ([A-Z]) can begin."", line)
    if match:
        prerequisites[match.group(2)] = prerequisites.get(match.group(2), []) + [match.group(1)]

# Create a list of steps that have no prerequisites
steps = [step for step in prerequisites if step not in prerequisites.values()]

# Sort the steps alphabetically
steps.sort()

# Create a list of completed steps
completed = []

# While there are still steps to be completed
while steps:
    # Get the first step in the list
    step = steps[0]

    # If all of the step's prerequisites have been completed
    if all(prerequisite in completed for prerequisite in prerequisites.get(step, [])):
        # Add the step to the list of completed steps
        completed.append(step)

        # Remove the step from the list of",2.0
184,13,2018,7,2,part1_failed,,903,,,
185,14,2018,8,1,runtime_error,,47244,"Traceback (most recent call last):
  File ""/tmp/tmppu32vm1f/tmp.py"", line 7, in <module>
    print(sum_metadata(tree))
  File ""/tmp/tmppu32vm1f/tmp.py"", line 3, in sum_metadata
    return sum(tree[1]) + sum(sum_metadata(child) for child in tree[0])
IndexError: list index out of range
","
def sum_metadata(tree):
    return sum(tree[1]) + sum(sum_metadata(child) for child in tree[0])

with open('input.txt') as f:
    tree = [list(map(int, line.split())) for line in f]
    print(sum_metadata(tree))
",2.0
186,15,2018,8,2,part1_failed,,17267,,,
187,16,2018,9,1,runtime_error,,384288,"  File ""/tmp/tmpdpthsj75/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def play_game(num_players, last_marble):
    circle = [0]
    current_marble_index = 0
    scores = [0] * num_players
    current_player = 0

    for marble in range(1, last_marble + 1):
        if marble % 23 == 0:
            scores[current_player] += marble
            remove_index = (current_marble_index - 7) % len(circle)
            scores[current_player] += circle.pop(remove_index)
            current_marble_index = remove_index
        else:
            insert_index = (current_marble_index + 2) % len(circle)
            circle.insert(insert_index, marble)
            current_marble_index = insert_index

        current_player = (current_player + 1) % num_players

    return max(scores)


if __name__ == ""__main__"":
    with open(""input.txt"") as f:
        num_players, last_marble = map(int, f.read().split())

    print",2.0
188,17,2018,9,2,part1_failed,,3189426841,,,
189,18,2018,10,1,runtime_error,,GFNKCGGH,"  File ""/tmp/tmpk35gdfp5/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

with open('input.txt') as f:
    points = [re.findall(r'-?\d+', line) for line in f]

points = [(int(x), int(y)) for x, y in points]
velocities = [(int(x), int(y)) for x, y in points]

# Find the bounding box of the points
min_x = min(x for x, y in points)
max_x = max(x for x, y in points)
min_y = min(y for x, y in points)
max_y = max(y for x, y in points)

# Find the time at which the points are closest together
time = 0
while True:
    # Update the positions of the points
    points = [(x + vx * time, y + vy * time) for (x, y), (vx, vy) in zip(points, velocities)]

    # Find the bounding box of the points
    min_x = min(x for x, y in points)
    max_x = max(x for x, y in points)
    min_",2.0
190,19,2018,10,2,part1_failed,,10274,,,
191,20,2018,11,1,runtime_error,,"235,63","  File ""/tmp/tmphf0nqi_9/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_power_level(x, y, serial_number):
    rack_id = x + 10
    power_level = rack_id * y
    power_level += serial_number
    power_level *= rack_id
    power_level = int(str(power_level)[-3])
    power_level -= 5
    return power_level

def get_max_power_square(serial_number):
    max_power = -float('inf')
    max_x = 0
    max_y = 0
    for x in range(1, 300 - 2):
        for y in range(1, 300 - 2):
            power = 0
            for i in range(3):
                for j in range(3):
                    power += get_power_level(x + i, y + j, serial_number)
            if power > max_power:
                max_power = power
                max_x = x
                max_y = y
    return max_x, max_y

if __name__ ==",2.0
192,21,2018,11,2,part1_failed,,"229,251,16",,,
193,22,2018,12,1,runtime_error,,4110,"  File ""/tmp/tmpdx_ga_8h/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict

def parse_input(filename):
    with open(filename) as f:
        lines = f.readlines()
    initial_state = lines[0].strip().split(': ')[1]
    rules = {}
    for line in lines[2:]:
        rule, result = line.strip().split(' => ')
        rules[rule] = result
    return initial_state, rules

def evolve(state, rules):
    new_state = ''
    for i in range(-2, len(state) + 2):
        rule = state[i-2:i+3]
        new_state += rules.get(rule, '.')
    return new_state

def sum_pots(state):
    return sum(i for i, c in enumerate(state) if c == '#')

def main():
    initial_state, rules = parse_input('input.txt')
    state = initial_state
    for i in range(20):
        state = evolve(state, rules)
    print(sum_pots(state))

if __name__ == '__main__':
    main",2.0
194,23,2018,12,2,part1_failed,,2650000000466,,,
195,24,2018,13,1,runtime_error,,"79,128","  File ""/tmp/tmpkn5ljap0/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

class Cart:
    def __init__(self, x, y, direction):
        self.x = x
        self.y = y
        self.direction = direction
        self.turn = 0

    def __repr__(self):
        return f""Cart({self.x}, {self.y}, {self.direction})""

    def move(self, tracks):
        if self.direction == ""^"":
            self.y -= 1
        elif self.direction == ""v"":
            self.y += 1
        elif self.direction == ""<"":
            self.x -= 1
        elif self.direction == "">"":
            self.x += 1

        if tracks[self.y][self.x] == ""+"":
            self.turn = (self.turn + 1) % 3
            if self.turn == 0:
                self.direction = {""^"": ""<"", ""v"": "">"", ""<"": ""v"", "">"": ""^""}[self.direction]
            elif self.turn == 1:
                pass
            elif self.turn == 2:",2.0
196,25,2018,13,2,part1_failed,,"3,42",,,
197,26,2018,14,1,no_error,"9411137133
",9411137133,,"
def get_recipes(n):
    recipes = [3, 7]
    elf1 = 0
    elf2 = 1
    while len(recipes) < n + 10:
        new_recipe = recipes[elf1] + recipes[elf2]
        if new_recipe >= 10:
            recipes.append(new_recipe // 10)
        recipes.append(new_recipe % 10)
        elf1 = (elf1 + recipes[elf1] + 1) % len(recipes)
        elf2 = (elf2 + recipes[elf2] + 1) % len(recipes)
    return recipes[n:]

recipes = get_recipes(int(open('input.txt').read()))
print(''.join(str(r) for r in recipes))
",1.0
