,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
120,120,2017,5,1,runtime_error,,391540,"Traceback (most recent call last):
  File ""/tmp/tmp_pq8mxoz/tmp.py"", line 10, in <module>
    offsets[i] += 1
IndexError: list index out of range
","
with open('input.txt') as f:
    offsets = [int(x) for x in f.readlines()]

steps = 0
i = 0
while 0 <= i < len(offsets):
    steps += 1
    i += offsets[i]
    offsets[i] += 1

print(steps)
",2.0
121,121,2017,5,2,part1_failed,,30513679,,,
122,122,2017,6,1,no_error,"6681
",6681,,"
def redistribute(banks):
    banks = list(banks)
    seen = set()
    cycles = 0
    while tuple(banks) not in seen:
        seen.add(tuple(banks))
        max_index = banks.index(max(banks))
        blocks = banks[max_index]
        banks[max_index] = 0
        for i in range(1, blocks + 1):
            banks[(max_index + i) % len(banks)] += 1
        cycles += 1
    return cycles


if __name__ == ""__main__"":
    with open(""input.txt"") as f:
        banks = [int(x) for x in f.readline().split()]
    print(redistribute(banks))
",0.0
123,123,2017,6,2,wrong_output,"6681
",2392,,"
def redistribute(banks):
    banks = list(banks)
    seen = set()
    cycles = 0
    while tuple(banks) not in seen:
        seen.add(tuple(banks))
        max_index = banks.index(max(banks))
        blocks = banks[max_index]
        banks[max_index] = 0
        for i in range(1, blocks + 1):
            banks[(max_index + i) % len(banks)] += 1
        cycles += 1
    return cycles


if __name__ == ""__main__"":
    with open(""input.txt"") as f:
        banks = [int(x) for x in f.readline().split()]
    print(redistribute(banks))
",2.0
124,124,2017,7,1,wrong_output,,cyrupz,,"
def find_bottom_program(input_file):
    with open(input_file, 'r') as f:
        lines = f.readlines()

    programs = {}
    for line in lines:
        program, weight, children = line.strip().split(' -> ')
        weight = int(weight.strip('()'))
        children = children.split(', ')
        programs[program] = (weight, children)

    bottom_program = None
    for program in programs:
        if not any(program in children for children in programs.values()):
            bottom_program = program
            break

    return bottom_program
",2.0
125,125,2017,7,2,part1_failed,,193,,,
126,126,2017,8,1,runtime_error,,4448,"Traceback (most recent call last):
  File ""/tmp/tmpgxg9n3sc/tmp.py"", line 4, in <module>
    reg, op, val, _, cond = line.split()
ValueError: too many values to unpack (expected 5)
","
registers = {}
for line in open('input.txt'):
    reg, op, val, _, cond = line.split()
    val = int(val)
    if cond not in registers:
        registers[cond] = 0
    if eval(f'{registers[cond]} {cond}'):
        if op == 'inc':
            registers[reg] = registers.get(reg, 0) + val
        else:
            registers[reg] = registers.get(reg, 0) - val
print(max(registers.values()))
",2.0
127,127,2017,8,2,part1_failed,,6582,,,
128,128,2017,9,1,wrong_output,"-152648
",7640,,"
def get_score(stream):
    score = 0
    depth = 0
    for char in stream:
        if char == '{':
            depth += 1
            score += depth
        elif char == '}':
            depth -= 1
    return score

with open('input.txt', 'r') as f:
    stream = f.read()
    print(get_score(stream))
",2.0
129,129,2017,9,2,part1_failed,,4368,,,
130,130,2017,10,1,wrong_output,"272
",46600,,"
with open('input.txt', 'r') as f:
    lengths = [int(x) for x in f.read().split(',')]

    nums = list(range(256))
    pos = 0
    skip_size = 0

    for length in lengths:
        nums[pos:pos+length] = reversed(nums[pos:pos+length])
        pos = (pos + length + skip_size) % len(nums)
        skip_size += 1

    print(nums[0] * nums[1])
",2.0
131,131,2017,10,2,part1_failed,,23234babdc6afa036749cfa9b597de1b,,,
132,132,2017,11,1,wrong_output,"909
",696,,"
def get_distance(directions):
    # Initialize the current position to the origin (0, 0)
    x, y = 0, 0

    # Dictionary to store the directions and their corresponding offsets
    direction_offsets = {
        ""n"": (0, 1),
        ""ne"": (1, 1),
        ""se"": (1, 0),
        ""s"": (0, -1),
        ""sw"": (-1, -1),
        ""nw"": (-1, 0)
    }

    # Iterate over the directions and update the current position
    for direction in directions.split("",""):
        x += direction_offsets[direction][0]
        y += direction_offsets[direction][1]

    # Calculate the distance from the origin to the current position
    distance = abs(x) + abs(y)

    return distance


if __name__ == ""__main__"":
    with open(""input.txt"", ""r"") as f:
        directions = f.readline().strip()

    distance = get_distance(directions)

    print(distance)
",2.0
133,133,2017,11,2,part1_failed,,1461,,,
134,134,2017,12,1,runtime_error,,288,"Traceback (most recent call last):
  File ""/tmp/tmp4zsju4z_/tmp.py"", line 21, in <module>
    print(len(find_group('0')))
  File ""/tmp/tmp4zsju4z_/tmp.py"", line 16, in find_group
    for program in programs[program_id]:
KeyError: '0'
","
# Read the input file
with open('input.txt', 'r') as f:
    lines = f.readlines()

# Create a dictionary of programs and their connections
programs = {}
for line in lines:
    program, connections = line.split('<->')
    programs[program] = connections.split(',')

# Find the group that contains the specified program ID
def find_group(program_id):
    group = set()
    group.add(program_id)
    for program in programs[program_id]:
        group.update(find_group(program))
    return group

# Print the number of programs in the group
print(len(find_group('0')))
",2.0
135,135,2017,12,2,part1_failed,,211,,,
136,136,2017,13,1,no_error,"1624
",1624,,"
def parse_input(filename):
    with open(filename) as f:
        return [tuple(map(int, line.split(':'))) for line in f]


def get_severity(firewall):
    severity = 0
    for depth, range_ in firewall:
        if (depth + range_) % (2 * range_ - 2) == 0:
            severity += depth * range_
    return severity


if __name__ == '__main__':
    firewall = parse_input('input.txt')
    print(get_severity(firewall))
",0.0
137,137,2017,13,2,no_error,"3923436
",3923436,,"
def parse_input(filename):
    with open(filename) as f:
        return [tuple(map(int, line.split(':'))) for line in f]


def get_delay(firewall):
    delay = 0
    while True:
        caught = False
        for depth, range_ in firewall:
            if (depth + delay) % (2 * range_ - 2) == 0:
                caught = True
                break
        if not caught:
            break
        delay += 1
    return delay


if __name__ == '__main__':
    firewall = parse_input('input.txt')
    print(get_delay(firewall))
",0.0
140,140,2017,14,1,runtime_error,,8148,"  File ""/tmp/tmpzazhibau/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import hashlib

def knot_hash(key):
    lengths = [ord(c) for c in key] + [17, 31, 73, 47, 23]
    state = list(range(256))
    skip_size = 0
    current_position = 0
    for _ in range(64):
        for length in lengths:
            for i in range(length // 2):
                state[current_position + i], state[current_position + length - i - 1] = state[current_position + length - i - 1], state[current_position + i]
            current_position = (current_position + length + skip_size) % 256
            skip_size += 1
    dense_hash = []
    for i in range(16):
        xor_result = state[i * 16]
        for j in range(1, 16):
            xor_result ^= state[i * 16 + j]
        dense_hash.append(xor_result)
    return ''.",2.0
141,141,2017,14,2,part1_failed,,1180,,,
142,142,2017,15,1,runtime_error,,650,"Traceback (most recent call last):
  File ""/tmp/tmpm_0njwuv/tmp.py"", line 15, in <module>
    start_a, start_b = [int(line.split()[2]) for line in f.readlines()]
  File ""/tmp/tmpm_0njwuv/tmp.py"", line 15, in <listcomp>
    start_a, start_b = [int(line.split()[2]) for line in f.readlines()]
ValueError: invalid literal for int() with base 10: 'starts'
","
def generator_a(start):
    value = start
    while True:
        value = (value * 16807) % 2147483647
        yield value

def generator_b(start):
    value = start
    while True:
        value = (value * 48271) % 2147483647
        yield value

with open('input.txt') as f:
    start_a, start_b = [int(line.split()[2]) for line in f.readlines()]

gen_a = generator_a(start_a)
gen_b = generator_b(start_b)

count = 0
for _ in range(40000000):
    if (gen_a.__next__() & 0xFFFF) == (gen_b.__next__() & 0xFFFF):
        count += 1

print(count)
",2.0
143,143,2017,15,2,part1_failed,,336,,,
144,144,2017,16,1,no_error,"nlciboghjmfdapek
",nlciboghjmfdapek,,"
def dance(moves):
    programs = list('abcdefghijklmnop')
    for move in moves.split(','):
        if move[0] == 's':
            programs = programs[-int(move[1:]):] + programs[:-int(move[1:])]
        elif move[0] == 'x':
            a, b = map(int, move[1:].split('/'))
            programs[a], programs[b] = programs[b], programs[a]
        elif move[0] == 'p':
            a, b = move[1:].split('/')
            a, b = programs.index(a), programs.index(b)
            programs[a], programs[b] = programs[b], programs[a]
    return ''.join(programs)

with open('input.txt') as f:
    moves = f.read().strip()

print(dance(moves))
",0.0
145,145,2017,16,2,runtime_error,,nlciboghmkedpfja,"  File ""/tmp/tmpw11fdg0y/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def dance(moves, times):
    programs = list('abcdefghijklmnop')
    seen = set()
    for _ in range(times):
        new_programs = []
        for move in moves.split(','):
            if move[0] == 's':
                new_programs = programs[-int(move[1:]):] + programs[:-int(move[1:])]
            elif move[0] == 'x':
                a, b = map(int, move[1:].split('/'))
                new_programs[a], new_programs[b] = new_programs[b], new_programs[a]
            elif move[0] == 'p':
                a, b = move[1:].split('/')
                a, b = programs.index(a), programs.index(b)
                new_programs[a], new_programs[b] = new_programs[b], new_programs[a]
        programs = new_programs
        if ''.join(programs) in seen:
            return ''.join(programs)
        seen.add(''.join(programs))
    return ''.join(programs)",2.0
146,146,2017,17,1,wrong_output,"417
",640,,"
def spinlock(steps):
    buffer = [0]
    current_position = 0
    for i in range(1, 2018):
        current_position = (current_position + steps) % len(buffer)
        buffer.insert(current_position + 1, i)
    return buffer[buffer.index(2017) + 1]

with open('input.txt', 'r') as f:
    steps = int(f.read())

print(spinlock(steps))
",2.0
147,147,2017,17,2,part1_failed,,47949463,,,
148,148,2017,18,1,runtime_error,,4601,"  File ""/tmp/tmpjvh0137x/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

registers = {}
for i in range(ord('a'), ord('z') + 1):
    registers[chr(i)] = 0

def play(x):
    print(x)

def recover(x):
    if x != 0:
        return registers['f']

def jump(x):
    if registers[x] > 0:
        return True

def add(x, y):
    registers[x] += y

def multiply(x, y):
    registers[x] *= y

def remainder(x, y):
    registers[x] %= y

def set(x, y):
    registers[x] = y

def main():
    with open('input.txt') as f:
        instructions = [line.strip().split() for line in f]

    i = 0
    while i < len(instructions):
        operation, x, y = instructions[i]

        if operation == 'play':
            play(registers[x])
        elif operation == 'recover':
            registers['f'] = recover(registers[x])
        elif operation",2.0
149,149,2017,18,2,part1_failed,,6858,,,
150,150,2017,19,1,runtime_error,,GSXDIPWTU,"  File ""/tmp/tmpcb5qznp7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_path(diagram):
    # Find the starting point
    start = None
    for i, row in enumerate(diagram):
        for j, char in enumerate(row):
            if char == 'S':
                start = (i, j)
                break
        if start:
            break

    # Follow the path
    path = []
    i, j = start
    while True:
        # Check if we've reached the end
        if diagram[i][j] == 'E':
            break

        # Add the current letter to the path
        path.append(diagram[i][j])

        # Move to the next position
        if diagram[i][j] == '|':
            i += 1
        elif diagram[i][j] == '-':
            j += 1
        elif diagram[i][j] == '+':
            if diagram[i - 1][j] != '|' and diagram[i - 1][j] != '+':
                i -= 1
            elif diagram[i][j - 1] != '-' and diagram[i][j - 1] !=",2.0
151,151,2017,19,2,part1_failed,,16100,,,
152,152,2017,20,1,runtime_error,,344,"  File ""/tmp/tmpl98mqx6v/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import math

def manhattan_distance(p1, p2):
    return abs(p1[0] - p2[0]) + abs(p1[1] - p2[1]) + abs(p1[2] - p2[2])

def update_particle(particle):
    particle[1] = [particle[1][i] + particle[2][i] for i in range(3)]
    particle[0] = [particle[0][i] + particle[1][i] for i in range(3)]

def find_closest_particle(particles):
    min_distance = math.inf
    closest_particle = None
    for particle in particles:
        distance = manhattan_distance(particle[0], [0, 0, 0])
        if distance < min_distance:
            min_distance = distance
            closest_particle = particle
    return closest_particle

with open('input.txt') as f:
    particles = [line.strip().split(', ') for line in f]
    for particle in particles:
        particle[0] = [int(x) for",2.0
153,153,2017,20,2,part1_failed,,404,,,
154,154,2017,21,1,runtime_error,,179,"  File ""/tmp/tmpz9jd1tmk/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def enhance(image, rules):
    new_image = []
    for i in range(len(image)):
        new_row = []
        for j in range(len(image[i])):
            new_row.append(rules[image[i][j - 1:j + 2] + image[i + 1:i + 3][j - 1:j + 2]])
        new_image.append(new_row)
    return new_image

def count_on_pixels(image):
    count = 0
    for row in image:
        for pixel in row:
            if pixel == '#':
                count += 1
    return count

with open('input.txt') as f:
    rules = {}
    for line in f:
        rule, output = line.strip().split(' => ')
        rules[rule] = output

    image = [['.', '.', '.'], ['.', '#', '.'], ['.', '.', '.']]
    for i in range(18):
        image = enhance(image, rules)

    print(count_on_pixels",2.0
155,155,2017,21,2,part1_failed,,2766750,,,
156,156,2017,22,1,runtime_error,,5280,"  File ""/tmp/tmpjicjbp3s/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_next_direction(direction, infected):
    if infected:
        return (direction + 1) % 4
    else:
        return (direction - 1) % 4

def get_next_state(state, infected):
    if infected:
        return '.'
    else:
        return '#'

def get_next_position(position, direction):
    if direction == 0:
        return (position[0], position[1] - 1)
    elif direction == 1:
        return (position[0] + 1, position[1])
    elif direction == 2:
        return (position[0], position[1] + 1)
    else:
        return (position[0] - 1, position[1])

def simulate(grid, bursts):
    direction = 0
    position = (0, 0)
    infected = 0
    for _ in range(bursts):
        infected += 1 if grid[position[0]][position[1]] == '#' else 0
        grid[position[0]][position[1]] = get_",2.0
157,157,2017,22,2,part1_failed,,2512261,,,
158,158,2017,23,1,runtime_error,,6724,"Traceback (most recent call last):
  File ""/tmp/tmpfevrjqep/tmp.py"", line 13, in <module>
    registers[a] = int(b)
ValueError: invalid literal for int() with base 10: 'b'
","
with open('input.txt') as f:
    instructions = [line.strip().split() for line in f]

mul_count = 0
pc = 0
registers = {}

while pc < len(instructions):
    instruction, a, b = instructions[pc]

    if instruction == 'set':
        registers[a] = int(b)
    elif instruction == 'sub':
        registers[a] -= int(b)
    elif instruction == 'mul':
        registers[a] *= int(b)
        mul_count += 1
    elif instruction == 'jnz':
        if registers.get(a, 0) != 0:
            pc += int(b) - 1

    pc += 1

print(mul_count)
",2.0
159,159,2017,23,2,part1_failed,,903,,,
160,160,2017,24,1,runtime_error,,2006,"  File ""/tmp/tmprwtk6ur_/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_max_bridge_strength(components):
    # Create a dictionary to store the components.
    components_dict = {}
    for component in components:
        # Split the component into two ports.
        port1, port2 = component.split('/')
        # Add the ports to the dictionary.
        components_dict[port1] = port2
        components_dict[port2] = port1

    # Create a set to store the visited ports.
    visited = set()

    # Create a function to find the maximum bridge strength.
    def find_max_bridge_strength(port, strength):
        # If the port has already been visited, return 0.
        if port in visited:
            return 0

        # Mark the port as visited.
        visited.add(port)

        # Get the other port connected to this port.
        other_port = components_dict[port]

        # Find the maximum bridge strength for each possible connection.
        max_strength = 0
        for other_port in components_dict.values():
            if other_port not in visited and other_port",2.0
161,161,2017,24,2,part1_failed,,1994,,,
162,162,2017,25,1,runtime_error,,2846,"  File ""/tmp/tmp_ubiybqu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read input from file
    with open('input.txt', 'r') as f:
        lines = f.readlines()

    # Parse input
    initial_state = lines[0].strip()
    num_steps = int(lines[1].strip())
    states = {}
    for line in lines[2:]:
        line = line.strip()
        if line:
            state, rules = line.split(':')
            rules = rules.split(',')
            states[state] = {}
            for rule in rules:
                rule = rule.strip()
                if rule:
                    value, new_value, direction, new_state = rule.split()
                    states[state][value] = (new_value, direction, new_state)

    # Initialize tape
    tape = ['0'] * 10000

    # Initialize cursor
    cursor = 5000

    # Run Turing machine
    for _ in range(num_steps):
        # Get current value and state
        value = tape[cursor]
        state = states[initial_",2.0
163,163,2017,25,2,part1_failed,,,,,
164,0,2018,1,1,no_error,"490
",490,,"
with open('input.txt', 'r') as f:
    changes = [int(line.strip()) for line in f]

frequency = 0
for change in changes:
    frequency += change

print(frequency)
",0.0
165,1,2018,1,2,timeout_error,,70357,TIMEOUT,"
with open('input.txt', 'r') as f:
    changes = [int(line.strip()) for line in f]

frequency = 0
seen = set()
while frequency not in seen:
    seen.add(frequency)
    for change in changes:
        frequency += change

print(frequency)
",2.0
166,2,2018,2,1,no_error,"7163
",7163,,"
with open('input.txt', 'r') as f:
    box_ids = [line.strip() for line in f]

two_count = 0
three_count = 0

for box_id in box_ids:
    letter_counts = {}
    for letter in box_id:
        if letter not in letter_counts:
            letter_counts[letter] = 0
        letter_counts[letter] += 1

    if 2 in letter_counts.values():
        two_count += 1
    if 3 in letter_counts.values():
        three_count += 1

print(two_count * three_count)
",0.0
167,3,2018,2,2,wrong_output,"ighfbyijnoumxjlxevacpwqtr
ighfbyijnoumxjlxevacpwqtr
",ighfbyijnoumxjlxevacpwqtr,,"
with open('input.txt', 'r') as f:
    box_ids = [line.strip() for line in f]

for box_id1 in box_ids:
    for box_id2 in box_ids:
        if box_id1 != box_id2:
            diff_count = 0
            for i in range(len(box_id1)):
                if box_id1[i] != box_id2[i]:
                    diff_count += 1

            if diff_count == 1:
                common_letters = ''
                for i in range(len(box_id1)):
                    if box_id1[i] == box_id2[i]:
                        common_letters += box_id1[i]

                print(common_letters)
                break
",2.0
168,4,2018,3,1,no_error,"109716
",109716,,"
import re

with open('input.txt') as f:
    claims = [re.match(r'#(\d+) @ (\d+),(\d+): (\d+)x(\d+)', line).groups() for line in f]

fabric = [[0 for _ in range(1000)] for _ in range(1000)]
for claim in claims:
    id, x, y, w, h = map(int, claim)
    for i in range(x, x + w):
        for j in range(y, y + h):
            fabric[i][j] += 1

count = 0
for row in fabric:
    for cell in row:
        if cell >= 2:
            count += 1

print(count)
",0.0
169,5,2018,3,2,no_error,"124
",124,,"
import re

with open('input.txt') as f:
    claims = [re.match(r'#(\d+) @ (\d+),(\d+): (\d+)x(\d+)', line).groups() for line in f]

fabric = [[0 for _ in range(1000)] for _ in range(1000)]
for claim in claims:
    id, x, y, w, h = map(int, claim)
    for i in range(x, x + w):
        for j in range(y, y + h):
            fabric[i][j] += 1

for claim in claims:
    id, x, y, w, h = map(int, claim)
    overlap = False
    for i in range(x, x + w):
        for j in range(y, y + h):
            if fabric[i][j] > 1:
                overlap = True
                break
        if overlap:
            break
    if not overlap:
        print(id)
        break
",0.0
172,8,2018,4,1,runtime_error,,73646,"  File ""/tmp/tmpm0zaceet/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def get_guard_id(line):
    return int(re.search('#(\d+)', line).group(1))

def get_minute(line):
    return int(re.search(':(\d+)', line).group(1))

def main():
    with open('input.txt') as f:
        lines = sorted(f.readlines())

    guards = {}
    current_guard = None
    fell_asleep = None

    for line in lines:
        if 'begins shift' in line:
            current_guard = get_guard_id(line)
            if current_guard not in guards:
                guards[current_guard] = [0] * 60
        elif 'falls asleep' in line:
            fell_asleep = get_minute(line)
        elif 'wakes up' in line:
            for i in range(fell_asleep, get_minute(line)):
                guards[current_guard][i] += 1

    max_minutes = 0
    max_guard = None
    max_minute = None

    for guard,",2.0
173,9,2018,4,2,part1_failed,,4727,,,
174,10,2018,5,1,no_error,"9686
",9686,,"
with open('input.txt') as f:
    polymer = f.read().strip()

def react(polymer):
    for i in range(len(polymer) - 1):
        if polymer[i] != polymer[i + 1] and polymer[i].lower() == polymer[i + 1].lower():
            return polymer[:i] + polymer[i + 2:]
    return polymer

while True:
    new_polymer = react(polymer)
    if new_polymer == polymer:
        break
    polymer = new_polymer

print(len(polymer))
",0.0
175,11,2018,5,2,wrong_output,"0
",5524,,"
with open('input.txt') as f:
    polymer = f.read().strip()

def react(polymer):
    for i in range(len(polymer) - 1):
        if polymer[i] != polymer[i + 1] and polymer[i].lower() == polymer[i + 1].lower():
            return polymer[:i] + polymer[i + 2:]
    return polymer

shortest = len(polymer)
for c in set(polymer.lower()):
    new_polymer = polymer.replace(c, '').replace(c.upper(), '')
    while True:
        new_polymer = react(new_polymer)
        if new_polymer == polymer:
            break
        polymer = new_polymer
    shortest = min(shortest, len(new_polymer))

print(shortest)
",2.0
176,12,2018,6,1,runtime_error,,3909,"  File ""/tmp/tmp7pns0djm/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys
from collections import defaultdict

def manhattan_distance(p1, p2):
    return abs(p1[0] - p2[0]) + abs(p1[1] - p2[1])

def find_closest_coordinate(point, coordinates):
    closest_coordinate = None
    min_distance = float('inf')
    for coordinate in coordinates:
        distance = manhattan_distance(point, coordinate)
        if distance < min_distance:
            min_distance = distance
            closest_coordinate = coordinate
        elif distance == min_distance:
            closest_coordinate = None
    return closest_coordinate

def find_largest_finite_area(coordinates):
    # Find the bounding box of the coordinates.
    min_x = min(coordinates, key=lambda c: c[0])[0]
    max_x = max(coordinates, key=lambda c: c[0])[0]
    min_y = min(coordinates, key=lambda c: c[1])[1]
    max_y = max(coordinates, key=lambda c: c[1])[1]

    # Create",2.0
177,13,2018,6,2,part1_failed,,36238,,,
178,14,2018,7,1,runtime_error,,GKRVWBESYAMZDPTIUCFXQJLHNO,"  File ""/tmp/tmpwtmvkbwo/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_order(instructions):
    # Create a dictionary to store the dependencies.
    dependencies = {}
    for instruction in instructions:
        step, dependent = instruction.split("" must be finished before step "")
        dependencies[dependent] = dependencies.get(dependent, []) + [step]

    # Create a set to store the steps that have no dependencies.
    ready_steps = set()
    for step in dependencies:
        if step not in dependencies.values():
            ready_steps.add(step)

    # Create a list to store the order of steps.
    order = []
    while ready_steps:
        # Get the first step in alphabetical order.
        step = min(ready_steps)

        # Add the step to the order.
        order.append(step)

        # Remove the step from the set of ready steps.
        ready_steps.remove(step)

        # Remove the step from the dependencies of other steps.
        for dependent in dependencies:
            if step in dependencies[dependent]:
                dependencies[dependent].remove(step)

                # If a step has no more dependencies, add it",2.0
179,15,2018,7,2,part1_failed,,903,,,
180,16,2018,8,1,runtime_error,,47244,"Traceback (most recent call last):
  File ""/tmp/tmpre41wnpa/tmp.py"", line 18, in <module>
    print(sum_metadata(data, 0))
  File ""/tmp/tmpre41wnpa/tmp.py"", line 11, in sum_metadata
    total += sum_metadata(data, index)
  File ""/tmp/tmpre41wnpa/tmp.py"", line 11, in sum_metadata
    total += sum_metadata(data, index)
  File ""/tmp/tmpre41wnpa/tmp.py"", line 11, in sum_metadata
    total += sum_metadata(data, index)
  [Previous line repeated 995 more times]
  File ""/tmp/tmpre41wnpa/tmp.py"", line 10, in sum_metadata
    for _ in range(num_children):
RecursionError: maximum recursion depth exceeded in comparison
","
with open('input.txt', 'r') as f:
    data = [int(x) for x in f.read().split()]

def sum_metadata(data, index):
    num_children = data[index]
    num_metadata = data[index + 1]
    index += 2
    total = 0
    for _ in range(num_children):
        total += sum_metadata(data, index)
        index += data[index] + 2
    for _ in range(num_metadata):
        total += data[index]
        index += 1
    return total

print(sum_metadata(data, 0))
",2.0
181,17,2018,8,2,part1_failed,,17267,,,
182,18,2018,9,1,runtime_error,,384288,"  File ""/tmp/tmpgwo944ya/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read input from file
    with open('input.txt', 'r') as f:
        line = f.readline()

    # Parse input
    players, last_marble = line.split(';')
    players = int(players.split()[0])
    last_marble = int(last_marble.split()[4])

    # Initialize game state
    scores = [0] * players
    circle = [0]
    current_marble = 0
    current_player = 0

    # Play game
    for marble in range(1, last_marble + 1):
        # Place marble in circle
        if marble % 23 == 0:
            # Player keeps marble and adds it to their score
            scores[current_player] += marble
            # Remove marble 7 marbles counter-clockwise from current marble
            for _ in range(7):
                current_marble = (current_marble - 1) % len(circle)
            scores[current_player] += circle.pop(current_marble)
        else:
            # Place marble clockwise of current",2.0
183,19,2018,9,2,part1_failed,,3189426841,,,
184,20,2018,10,1,runtime_error,,GFNKCGGH,"  File ""/tmp/tmpvb8g76j7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

with open('input.txt') as f:
    points = [re.findall(r'-?\d+', line) for line in f]

# Convert points to tuples of ints
points = [(int(x), int(y)) for point in points for x, y in zip(point[::2], point[1::2])]

# Find the min and max x and y coordinates
min_x, max_x = min(points, key=lambda p: p[0])[0], max(points, key=lambda p: p[0])[0]
min_y, max_y = min(points, key=lambda p: p[1])[1], max(points, key=lambda p: p[1])[1]

# Create a grid of characters to represent the sky
sky = [[' '] * (max_x - min_x + 1) for _ in range(max_y - min_y + 1)]

# Update the sky with the positions of the points
for point in points:
    x, y = point[0] - min_x, point[1] - min_y
    sky",2.0
185,21,2018,10,2,part1_failed,,10274,,,
186,22,2018,11,1,runtime_error,,"235,63","  File ""/tmp/tmpvbo0_3p_/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    serial_number = int(f.read())

grid = [[0 for _ in range(300)] for _ in range(300)]
for y in range(300):
    for x in range(300):
        rack_id = x + 10
        power_level = rack_id * y
        power_level += serial_number
        power_level *= rack_id
        power_level = (power_level // 100) % 10
        power_level -= 5
        grid[y][x] = power_level

max_power = -1000000
max_x = 0
max_y = 0
for y in range(297):
    for x in range(297):
        power = 0
        for i in range(3):
            for j in range(3):
                power += grid[y + i][x + j]
        if power > max_power:
            max_power = power
            max_x",2.0
187,23,2018,11,2,part1_failed,,"229,251,16",,,
188,24,2018,12,1,wrong_output,"2512
",4110,,"
with open('input.txt') as f:
    initial_state = f.readline().split(': ')[1].strip()
    rules = [line.strip().split(' => ') for line in f.readlines()]

def get_next_state(state):
    new_state = ''
    for i in range(2, len(state) - 2):
        pattern = state[i-2:i+3]
        for rule in rules:
            if pattern == rule[0]:
                new_state += rule[1]
                break
    return '.' * 2 + new_state + '.' * 2

for i in range(20):
    initial_state = get_next_state(initial_state)

print(sum(i for i, c in enumerate(initial_state) if c == '#'))
",2.0
189,25,2018,12,2,part1_failed,,2650000000466,,,
190,26,2018,13,1,runtime_error,,"79,128","  File ""/tmp/tmph7psqijn/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    # Read the input
    with open('input.txt', 'r') as f:
        tracks = [line.strip() for line in f.readlines()]

    # Find the carts
    carts = []
    for i in range(len(tracks)):
        for j in range(len(tracks[i])):
            if tracks[i][j] in '^v<>':
                carts.append((i, j, tracks[i][j]))

    # Run the simulation
    crashed = False
    while not crashed:
        # Move the carts
        for i in range(len(carts)):
            x, y, direction = carts[i]
            if direction == '^':
                y -= 1
            elif direction == 'v':
                y += 1
            elif direction == '<':
                x -= 1
            elif direction == '>':
                x += 1

            # Check for collisions
            for j in range(len(carts)):
                if i != j and carts[j][0] == y and carts[j][1] == x:
                    cras",2.0
191,27,2018,13,2,part1_failed,,"3,42",,,
192,28,2018,14,1,no_error,"9411137133
",9411137133,,"
with open('input.txt') as f:
    n = int(f.read())

recipes = [3, 7]
elf1 = 0
elf2 = 1

while len(recipes) < n + 10:
    sum = recipes[elf1] + recipes[elf2]
    if sum >= 10:
        recipes.append(sum // 10)
    recipes.append(sum % 10)
    elf1 = (elf1 + recipes[elf1] + 1) % len(recipes)
    elf2 = (elf2 + recipes[elf2] + 1) % len(recipes)

print(''.join(map(str, recipes[n:n+10])))
",0.0
193,29,2018,14,2,timeout_error,,20317612,TIMEOUT,"
with open('input.txt') as f:
    seq = f.read()

recipes = [3, 7]
elf1 = 0
elf2 = 1

while True:
    sum = recipes[elf1] + recipes[elf2]
    if sum >= 10:
        recipes.append(sum // 10)
    recipes.append(sum % 10)
    elf1 = (elf1 + recipes[elf1] + 1) % len(recipes)
    elf2 = (elf2 + recipes[elf2] + 1) % len(recipes)
    if ''.join(map(str, recipes[-len(seq):])) == seq:
        print(len(recipes) - len(seq))
        break
",2.0
